combination,k_way,correlation,p_value,abs_correlation,p_fdr_corrected,significant_after_fdr,supports_dvorak
skip_fingers + dont_cross_home + same_row + home_row + strum + strong_fingers,6,-0.11100771415097715,0.0,0.11100771415097715,0.0,True,True
fingers + skip_fingers + dont_cross_home + home_row + strum,5,-0.11100135921514458,0.0,0.11100135921514458,0.0,True,True
fingers + skip_fingers + dont_cross_home + strum + strong_fingers,5,-0.11099386754948884,0.0,0.11099386754948884,0.0,True,True
fingers + skip_fingers + dont_cross_home + home_row + columns + strum + strong_fingers,7,-0.11082668208952037,0.0,0.11082668208952037,0.0,True,True
fingers + dont_cross_home,2,-0.1107396473356941,0.0,0.1107396473356941,0.0,True,True
same_row + home_row + columns,3,-0.11073845936466878,0.0,0.11073845936466878,0.0,True,True
skip_fingers + dont_cross_home + same_row + home_row + columns,5,-0.11070767101308182,0.0,0.11070767101308182,0.0,True,True
fingers + skip_fingers + same_row + home_row + columns,5,-0.11063481633393371,0.0,0.11063481633393371,0.0,True,True
dont_cross_home + columns + strum,3,-0.11059247189598531,0.0,0.11059247189598531,0.0,True,True
fingers + skip_fingers + dont_cross_home + same_row,4,-0.11056024953556545,0.0,0.11056024953556545,0.0,True,True
fingers + same_row + columns + strum + strong_fingers,5,-0.11029686788695293,0.0,0.11029686788695293,0.0,True,True
skip_fingers + dont_cross_home + same_row + home_row + columns + strong_fingers,6,-0.11017796545630139,0.0,0.11017796545630139,0.0,True,True
fingers + skip_fingers + dont_cross_home + strum,4,-0.1098033529329563,0.0,0.1098033529329563,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + strum + strong_fingers,8,-0.10965437579609413,0.0,0.10965437579609413,0.0,True,True
dont_cross_home + home_row + columns + strum,4,-0.10959788042010142,0.0,0.10959788042010142,0.0,True,True
fingers + skip_fingers + same_row + strum,4,-0.10928477386908446,0.0,0.10928477386908446,0.0,True,True
hands + fingers + dont_cross_home + same_row + home_row + columns + strum,7,-0.1091976555902079,0.0,0.1091976555902079,0.0,True,True
fingers + skip_fingers + dont_cross_home + same_row + strong_fingers,5,-0.10881742931629301,0.0,0.10881742931629301,0.0,True,True
fingers + strum,2,-0.10872816077931344,0.0,0.10872816077931344,0.0,True,True
home_row + strum + strong_fingers,3,-0.10871408909709016,0.0,0.10871408909709016,0.0,True,True
fingers + same_row + strong_fingers,3,-0.10870519819640476,0.0,0.10870519819640476,0.0,True,True
dont_cross_home + home_row + strum,3,-0.1086523713688366,0.0,0.1086523713688366,0.0,True,True
skip_fingers + dont_cross_home + same_row + home_row,4,-0.10864378263307468,0.0,0.10864378263307468,0.0,True,True
fingers + home_row + columns + strum,4,-0.10861854250233675,0.0,0.10861854250233675,0.0,True,True
fingers + skip_fingers + dont_cross_home + home_row + columns + strum,6,-0.10828172979336109,0.0,0.10828172979336109,0.0,True,True
fingers + skip_fingers + dont_cross_home + same_row + columns,5,-0.1078155808511056,0.0,0.1078155808511056,0.0,True,True
same_row + strum,2,-0.1076081434229244,0.0,0.1076081434229244,0.0,True,True
dont_cross_home + same_row + columns + strong_fingers,4,-0.10752946240769727,0.0,0.10752946240769727,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + strum,7,-0.10732111932248932,0.0,0.10732111932248932,0.0,True,True
home_row + strum,2,-0.10717363997191523,0.0,0.10717363997191523,0.0,True,True
fingers + skip_fingers + dont_cross_home + same_row + columns + strong_fingers,6,-0.10715474739521887,0.0,0.10715474739521887,0.0,True,True
skip_fingers + dont_cross_home + same_row + home_row + strong_fingers,5,-0.10697989221060054,0.0,0.10697989221060054,0.0,True,True
skip_fingers + dont_cross_home + same_row + strum,4,-0.10680617906630097,0.0,0.10680617906630097,0.0,True,True
fingers + skip_fingers + same_row + strum + strong_fingers,5,-0.10650964675493599,0.0,0.10650964675493599,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + columns + strum + strong_fingers,9,-0.10638813466059163,0.0,0.10638813466059163,0.0,True,True
skip_fingers + dont_cross_home + same_row + strum + strong_fingers,5,-0.10614781787516755,0.0,0.10614781787516755,0.0,True,True
skip_fingers + dont_cross_home + same_row + columns + strum,5,-0.10599680873903373,0.0,0.10599680873903373,0.0,True,True
skip_fingers + same_row + home_row + columns + strum,5,-0.1059052469969105,0.0,0.1059052469969105,0.0,True,True
skip_fingers + dont_cross_home + same_row + columns + strum + strong_fingers,6,-0.10548746725445508,0.0,0.10548746725445508,0.0,True,True
dont_cross_home + same_row + columns,3,-0.10541580980724548,0.0,0.10541580980724548,0.0,True,True
dont_cross_home + same_row,2,-0.10539779134194689,0.0,0.10539779134194689,0.0,True,True
skip_fingers + same_row + home_row + strum,4,-0.10539339061980157,0.0,0.10539339061980157,0.0,True,True
fingers + skip_fingers + dont_cross_home + columns + strum + strong_fingers,6,-0.1052468693240501,0.0,0.1052468693240501,0.0,True,True
home_row + columns + strum,3,-0.10511723088661899,0.0,0.10511723088661899,0.0,True,True
skip_fingers + same_row + home_row + columns + strum + strong_fingers,6,-0.10498753975831931,0.0,0.10498753975831931,0.0,True,True
fingers + dont_cross_home + strong_fingers,3,-0.10491716574078003,0.0,0.10491716574078003,0.0,True,True
fingers + dont_cross_home + home_row + columns + strong_fingers,5,-0.10479816193978883,0.0,0.10479816193978883,0.0,True,True
dont_cross_home + same_row + strong_fingers,3,-0.1046176343051952,0.0,0.1046176343051952,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + columns + strum,8,-0.10401507807092701,0.0,0.10401507807092701,0.0,True,True
fingers + skip_fingers + dont_cross_home + columns + strum,5,-0.10397111211466467,0.0,0.10397111211466467,0.0,True,True
skip_fingers + same_row + home_row + strum + strong_fingers,5,-0.10347057887726592,0.0,0.10347057887726592,0.0,True,True
fingers + skip_fingers + home_row + strum + strong_fingers,5,-0.10327067387737245,0.0,0.10327067387737245,0.0,True,True
fingers + skip_fingers + same_row + columns + strum,5,-0.1024730694951277,0.0,0.1024730694951277,0.0,True,True
skip_fingers + dont_cross_home + home_row + columns + strum + strong_fingers,6,-0.10213597591697021,0.0,0.10213597591697021,0.0,True,True
skip_fingers + dont_cross_home + home_row + strum + strong_fingers,5,-0.10177697883436629,0.0,0.10177697883436629,0.0,True,True
hands + dont_cross_home + same_row + home_row + columns + strum + strong_fingers,7,-0.10176634681551587,0.0,0.10176634681551587,0.0,True,True
fingers + skip_fingers + same_row,3,-0.1015588680433323,0.0,0.1015588680433323,0.0,True,True
fingers + dont_cross_home + home_row + strong_fingers,4,-0.10148082322912987,0.0,0.10148082322912987,0.0,True,True
fingers + dont_cross_home + columns + strong_fingers,4,-0.10126199222575066,0.0,0.10126199222575066,0.0,True,True
fingers + skip_fingers + home_row + strum,4,-0.10104361581023649,0.0,0.10104361581023649,0.0,True,True
fingers + same_row + columns,3,-0.1009539763992843,0.0,0.1009539763992843,0.0,True,True
fingers + skip_fingers + same_row + columns + strum + strong_fingers,6,-0.10075261466708184,0.0,0.10075261466708184,0.0,True,True
same_row + strum + strong_fingers,3,-0.10055715382135051,0.0,0.10055715382135051,0.0,True,True
fingers + dont_cross_home + columns,3,-0.10024789830431911,0.0,0.10024789830431911,0.0,True,True
fingers + strum + strong_fingers,3,-0.10019106560906756,0.0,0.10019106560906756,0.0,True,True
skip_fingers + same_row + home_row + columns + strong_fingers,5,-0.10007896393130603,0.0,0.10007896393130603,0.0,True,True
hands + fingers + dont_cross_home + same_row + strum,5,-0.09989856298175767,0.0,0.09989856298175767,0.0,True,True
skip_fingers + dont_cross_home + home_row + columns + strum,5,-0.09961713802391949,0.0,0.09961713802391949,0.0,True,True
hands + fingers + same_row + home_row + strum + strong_fingers,6,-0.09959460488604709,0.0,0.09959460488604709,0.0,True,True
hands + dont_cross_home + same_row + home_row + strum + strong_fingers,6,-0.0995086024919617,0.0,0.0995086024919617,0.0,True,True
same_row + columns + strum,3,-0.09937714080093822,0.0,0.09937714080093822,0.0,True,True
hands + fingers + dont_cross_home + same_row + strum + strong_fingers,6,-0.09935679027603177,0.0,0.09935679027603177,0.0,True,True
skip_fingers + same_row + home_row + columns,4,-0.09916501394272532,0.0,0.09916501394272532,0.0,True,True
hands + fingers + same_row + home_row + columns + strum + strong_fingers,7,-0.0989722389943606,0.0,0.0989722389943606,0.0,True,True
fingers + skip_fingers + same_row + strong_fingers,4,-0.09894324797804314,0.0,0.09894324797804314,0.0,True,True
skip_fingers + dont_cross_home + home_row + strum,4,-0.09891596569799042,0.0,0.09891596569799042,0.0,True,True
hands + dont_cross_home + same_row + home_row + columns + strum,6,-0.09872903555507831,0.0,0.09872903555507831,0.0,True,True
hands + dont_cross_home + same_row + home_row + strum,5,-0.09776102225660552,0.0,0.09776102225660552,0.0,True,True
hands + fingers + same_row + home_row + strum,5,-0.09756878209287706,0.0,0.09756878209287706,0.0,True,True
skip_fingers + same_row + home_row,3,-0.09722838320894148,0.0,0.09722838320894148,0.0,True,True
same_row + columns + strum + strong_fingers,4,-0.0972145429567983,0.0,0.0972145429567983,0.0,True,True
fingers + same_row + columns + strong_fingers,4,-0.09701125426481183,0.0,0.09701125426481183,0.0,True,True
skip_fingers + same_row + home_row + strong_fingers,4,-0.0969682235901138,0.0,0.0969682235901138,0.0,True,True
fingers + skip_fingers + home_row + columns + strum + strong_fingers,6,-0.09664299551824142,0.0,0.09664299551824142,0.0,True,True
hands + skip_fingers + dont_cross_home + same_row + home_row + strum + strong_fingers,7,-0.09603279302603522,0.0,0.09603279302603522,0.0,True,True
skip_fingers + dont_cross_home + same_row,3,-0.09587944118150946,0.0,0.09587944118150946,0.0,True,True
skip_fingers + dont_cross_home + same_row + columns,4,-0.09579232467955193,0.0,0.09579232467955193,0.0,True,True
hands + fingers + same_row + home_row + columns + strum,6,-0.09538703637443792,0.0,0.09538703637443792,0.0,True,True
fingers + skip_fingers + home_row + columns + strum,5,-0.09538674062623666,0.0,0.09538674062623666,0.0,True,True
dont_cross_home + home_row + columns + strong_fingers,4,-0.09522711805055195,0.0,0.09522711805055195,0.0,True,True
fingers + skip_fingers + dont_cross_home + home_row + strong_fingers,5,-0.09487763203797782,0.0,0.09487763203797782,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + strum + strong_fingers,7,-0.09485210960193945,0.0,0.09485210960193945,0.0,True,True
skip_fingers + dont_cross_home + strum,3,-0.0942826206671828,0.0,0.0942826206671828,0.0,True,True
fingers + dont_cross_home + home_row,3,-0.0942697170992295,0.0,0.0942697170992295,0.0,True,True
skip_fingers + dont_cross_home + same_row + columns + strong_fingers,5,-0.09426037206061061,0.0,0.09426037206061061,0.0,True,True
hands + fingers + dont_cross_home + same_row + columns + strum + strong_fingers,7,-0.09391903038629297,0.0,0.09391903038629297,0.0,True,True
skip_fingers + dont_cross_home + strum + strong_fingers,4,-0.09379593229440394,0.0,0.09379593229440394,0.0,True,True
skip_fingers + dont_cross_home + columns + strum + strong_fingers,5,-0.09374013015574478,0.0,0.09374013015574478,0.0,True,True
hands + skip_fingers + dont_cross_home + same_row + home_row + columns + strum + strong_fingers,8,-0.09369665959546941,0.0,0.09369665959546941,0.0,True,True
hands + skip_fingers + dont_cross_home + same_row + home_row + strum,6,-0.09357887000705184,0.0,0.09357887000705184,0.0,True,True
fingers + skip_fingers + dont_cross_home + strong_fingers,4,-0.09355974000410866,0.0,0.09355974000410866,0.0,True,True
skip_fingers + dont_cross_home + same_row + strong_fingers,4,-0.09353249825925262,0.0,0.09353249825925262,0.0,True,True
fingers + skip_fingers + same_row + columns,4,-0.0934914311936008,0.0,0.0934914311936008,0.0,True,True
hands + fingers + dont_cross_home + same_row + columns + strum,6,-0.0934160164543207,0.0,0.0934160164543207,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + strum,6,-0.09276423135433544,0.0,0.09276423135433544,0.0,True,True
fingers + skip_fingers + dont_cross_home,3,-0.09271704934899545,0.0,0.09271704934899545,0.0,True,True
fingers + dont_cross_home + home_row + columns,4,-0.09261184400083688,0.0,0.09261184400083688,0.0,True,True
hands + fingers + skip_fingers + same_row + home_row + columns + strum + strong_fingers,8,-0.09248785641354776,0.0,0.09248785641354776,0.0,True,True
skip_fingers + dont_cross_home + columns + strum,4,-0.09233134112334562,0.0,0.09233134112334562,0.0,True,True
hands + fingers + skip_fingers + same_row + home_row + strum + strong_fingers,7,-0.09228395647854078,0.0,0.09228395647854078,0.0,True,True
fingers + skip_fingers + dont_cross_home + home_row + columns + strong_fingers,6,-0.09226947341328208,0.0,0.09226947341328208,0.0,True,True
fingers + skip_fingers + same_row + columns + strong_fingers,5,-0.09226697941337256,0.0,0.09226697941337256,0.0,True,True
hands + skip_fingers + dont_cross_home + same_row + home_row + columns + strum,7,-0.09142724338544062,0.0,0.09142724338544062,0.0,True,True
fingers + skip_fingers + strum,3,-0.09137022744602931,0.0,0.09137022744602931,0.0,True,True
hands + fingers + skip_fingers + same_row + home_row + columns + strum,7,-0.09121296393820386,0.0,0.09121296393820386,0.0,True,True
hands + fingers + skip_fingers + same_row + home_row + strum,6,-0.09106771534287866,0.0,0.09106771534287866,0.0,True,True
skip_fingers + same_row + strum,3,-0.09089318911960013,0.0,0.09089318911960013,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + columns + strum + strong_fingers,8,-0.09043729390837418,0.0,0.09043729390837418,0.0,True,True
hands,1,0.08999081049359456,0.0,0.08999081049359456,0.0,True,False
hands + fingers + dont_cross_home + home_row + strum + strong_fingers,6,-0.08968614624068189,0.0,0.08968614624068189,0.0,True,True
fingers + skip_fingers + strum + strong_fingers,4,-0.08968305732570704,0.0,0.08968305732570704,0.0,True,True
fingers + skip_fingers + dont_cross_home + home_row,4,-0.08964414670943342,0.0,0.08964414670943342,0.0,True,True
skip_fingers + same_row + columns + strum,4,-0.08901554595150916,0.0,0.08901554595150916,0.0,True,True
hands + fingers + dont_cross_home + same_row + home_row + strong_fingers,6,-0.08894054822302129,0.0,0.08894054822302129,0.0,True,True
hands + fingers + dont_cross_home + same_row + home_row,5,-0.08891966569736824,0.0,0.08891966569736824,0.0,True,True
dont_cross_home + columns,2,-0.08875441898564038,0.0,0.08875441898564038,0.0,True,True
fingers + skip_fingers + dont_cross_home + columns + strong_fingers,5,-0.08845690970835568,0.0,0.08845690970835568,0.0,True,True
hands + strong_fingers,2,0.08834209179714361,0.0,0.08834209179714361,0.0,True,False
fingers + home_row + strong_fingers,3,-0.08813934017540215,0.0,0.08813934017540215,0.0,True,True
fingers + skip_fingers + dont_cross_home + home_row + columns,5,-0.08804014924240552,0.0,0.08804014924240552,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + columns + strum,7,-0.0880021699239945,0.0,0.0880021699239945,0.0,True,True
hands + fingers + dont_cross_home + home_row + columns + strum + strong_fingers,7,-0.0879346522348906,0.0,0.0879346522348906,0.0,True,True
fingers,1,-0.08782253267089606,0.0,0.08782253267089606,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + home_row + strum + strong_fingers,7,-0.08775142949185241,0.0,0.08775142949185241,0.0,True,True
hands + fingers + dont_cross_home + home_row + strum,5,-0.0875074549934436,0.0,0.0875074549934436,0.0,True,True
same_row,1,-0.08750014267729267,0.0,0.08750014267729267,0.0,True,True
fingers + skip_fingers + dont_cross_home + columns,4,-0.08734715784359831,0.0,0.08734715784359831,0.0,True,True
hands + fingers + dont_cross_home + same_row + home_row + columns + strong_fingers,7,-0.08720832180006612,0.0,0.08720832180006612,0.0,True,True
skip_fingers + same_row + strum + strong_fingers,4,-0.08695762977142184,0.0,0.08695762977142184,0.0,True,True
strum,1,-0.08681736242880832,0.0,0.08681736242880832,0.0,True,True
skip_fingers + home_row + strum + strong_fingers,4,-0.08655880015700429,0.0,0.08655880015700429,0.0,True,True
skip_fingers + same_row + columns + strum + strong_fingers,5,-0.08650392292694611,0.0,0.08650392292694611,0.0,True,True
dont_cross_home + columns + strong_fingers,3,-0.08650077221869232,0.0,0.08650077221869232,0.0,True,True
fingers + home_row + columns + strong_fingers,4,-0.08627550826863552,0.0,0.08627550826863552,0.0,True,True
hands + fingers + dont_cross_home + same_row + home_row + columns,6,-0.08621772324352511,0.0,0.08621772324352511,0.0,True,True
dont_cross_home,1,-0.08608496313642215,0.0,0.08608496313642215,0.0,True,True
skip_fingers + home_row + columns + strum + strong_fingers,5,-0.08558982807220883,0.0,0.08558982807220883,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + home_row + strum,6,-0.0852268300278198,0.0,0.0852268300278198,0.0,True,True
skip_fingers + home_row + strum,3,-0.08506997809825609,0.0,0.08506997809825609,0.0,True,True
hands + fingers + dont_cross_home + home_row + columns + strum,6,-0.08458222777204213,0.0,0.08458222777204213,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + strong_fingers,7,-0.08453516859828085,0.0,0.08453516859828085,0.0,True,True
fingers + columns + strum,3,-0.0844156984045935,0.0,0.0844156984045935,0.0,True,True
skip_fingers + home_row + columns + strum,4,-0.08440037112336303,0.0,0.08440037112336303,0.0,True,True
dont_cross_home + home_row + columns,3,-0.08376135404525309,0.0,0.08376135404525309,0.0,True,True
fingers + skip_fingers + columns + strum,4,-0.08374407506317784,0.0,0.08374407506317784,0.0,True,True
dont_cross_home + home_row + strong_fingers,3,-0.08360397583786636,0.0,0.08360397583786636,0.0,True,True
fingers + columns + strum + strong_fingers,4,-0.0824956836946711,0.0,0.0824956836946711,0.0,True,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row,6,-0.08236156505611877,0.0,0.08236156505611877,0.0,True,True
